Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,cluster
HP,ProBook 470,Notebook,0.8674698795180725,0.0967741935483871,Windows 10,0.4513715710723192,0.1264135021097046,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 930MX,1
Acer,Aspire A315-51,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0464135021097046,Standard,0.0,0.0,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 520,1
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1346633416458853,0.2067510548523206,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.1044725738396624,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 620,1
Xiaomi,Mi Notebook,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.314214463840399,0.1729957805907173,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,1
Lenovo,Legion Y520-15IKBN,Gaming,0.6626506024096387,0.0967741935483871,No OS,0.4264339152119701,0.1021097046413502,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
Acer,Swift 7,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1072319201995013,0.1375527426160337,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.111111111111111,Core i5 7Y54,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 615,0
Xiaomi,Mi Notebook,Ultrabook,0.385542168674699,0.0967741935483871,No OS,0.1521197007481297,0.1393924050632911,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,0
Lenovo,IdeaPad 320-17IKBR,Notebook,0.8674698795180725,0.0967741935483871,No OS,0.5261845386533666,0.0884388185654008,Standard,0.0945836701697655,0.0948275862068965,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,1
HP,ProBook 430,Notebook,0.385542168674699,0.0967741935483871,Windows 10,0.199501246882793,0.1324894514767932,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.2470588235294117,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,Probook 470,Notebook,0.8674698795180725,0.0967741935483871,Windows 10,0.4513715710723192,0.1470042194092827,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 930MX ,1
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0538396624472573,Standard,0.0,0.0,No,No,No,Intel,0.5185185185185185,Core i5 6200U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 520,1
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1271820448877805,0.2151898734177215,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
Lenovo,IdeaPad 320-15IKBN,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.0713924050632911,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,0.6626506024096387,0.032258064516129,No OS,0.3516209476309227,0.0295358649789029,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520,1
Lenovo,IdeaPad 320-15IKBN,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.3765586034912719,0.0632911392405063,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Huawei,MateBook X,Ultrabook,0.3493975903614458,0.0967741935483871,Windows 10,0.0897755610972568,0.2236286919831223,Full HD,0.3209377526273241,0.4827586206896552,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.2470588235294117,0.0,SSD,No,Intel,HD Graphics 620,0
Dell,Inspiron 5370,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1770573566084788,0.1279122362869198,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 530,0
HP,Probook 440,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2344139650872818,0.1446413502109704,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 930MX,2
Dell,Latitude 5490,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.2269326683291771,0.1645569620253164,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.3765586034912719,0.0849535864978903,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,0.4698795180722893,0.0967741935483871,Windows 10,0.2618453865336658,0.1223628691983122,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
Toshiba,Portege Z30-C-16L,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1271820448877805,0.200675105485232,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i7 6500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 520,0
Acer,Aspire E5-576G,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.1110548523206751,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
Asus,Vivobook X541UV-DM1217T,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.10042194092827,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 920MX ,1
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0263291139240506,Standard,0.0,0.0,No,No,No,AMD,0.2222222222222222,E-Series 9000e,0.2411764705882353,0.0,HDD,No,AMD,Radeon R2,1
Dell,Vostro 5468,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2269326683291771,0.1156118143459915,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Acer,Aspire R7,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.2269326683291771,0.0869198312236286,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.5185185185185185,Core i5 6200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 520,0
Acer,Nitro AN515-51,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4513715710723192,0.1134177215189873,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.070042194092827,Standard,0.0,0.0,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 520,1
Dell,Inspiron 5577,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4663341645885287,0.1189873417721519,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7300HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,0.4578313253012049,0.0967741935483871,Windows 10,0.1720698254364089,0.1527426160337552,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
HP,ProBook 430,Notebook,0.385542168674699,0.032258064516129,Windows 10,0.199501246882793,0.0845569620253164,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,UHD Graphics 620,0
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,0.4578313253012049,0.0967741935483871,Windows 10,0.1695760598503741,0.2827004219409282,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.2470588235294117,0.0,SSD,No,Intel,UHD Graphics 620,2
Acer,Aspire 5,Notebook,0.8674698795180725,0.032258064516129,Windows 10,0.5760598503740649,0.0891139240506329,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i3 7130U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX130,1
Dell,Vostro 5370,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1795511221945137,0.1308016877637131,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3042394014962594,0.0458902953586497,Standard,0.0,0.0,No,No,No,AMD,0.5925925925925926,A6-Series A6-9220,0.0588235294117647,0.0,SSD,No,AMD,Radeon R4 Graphics,1
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.2573839662447257,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.7037037037037036,Core i7 7700HQ,0.2470588235294117,0.0,SSD,No,Nvidia,GeForce GTX 1050M,1
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.032258064516129,No OS,0.3765586034912719,0.0455696202531645,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 520,1
HP,ProBook 450,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0924894514767932,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 620,1
Dell,Inspiron 5579,2 in 1 Convertible,0.6626506024096387,0.0967741935483871,Windows 10,0.4937655860349127,0.1054852320675105,Full HD,0.2239288601455133,0.2241379310344827,Yes,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3391521197007481,0.1191561181434599,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.3615960099750624,0.094695358649789,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.1076793248945147,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i7 6500U,0.2411764705882353,0.0,HDD,No,Nvidia,GeForce 930M,1
Lenovo,Legion Y520-15IKBN,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4513715710723192,0.110548523206751,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
Lenovo,Ideapad 320-15IKBN,Notebook,0.6626506024096387,0.064516129032258,Windows 10,0.3765586034912719,0.0683544303797468,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Acer,Aspire A517-51G,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.5760598503740649,0.1311392405063291,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,1
Lenovo,Thinkpad T570,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.314214463840399,0.1557805907172995,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 630,1
Asus,VivoBook S15,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2518703241895262,0.1355274261603375,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
Acer,Chromebook C910-C2ST,Notebook,0.6626506024096387,0.0,Chrome OS,0.3740648379052369,0.0042194092827004,Standard,0.0,0.0,No,No,No,Intel,0.2222222222222222,Celeron Dual Core 3205U,0.0039215686274509,0.0,SSD,No,Intel,HD Graphics,1
Dell,XPS 15,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.2793248945147679,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3391521197007481,0.0953586497890295,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Acer,Aspire A715-71G,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.4513715710723192,0.1358649789029536,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050 Ti,1
Asus,VivoBook S14,Notebook,0.4698795180722893,0.032258064516129,Windows 10,0.1521197007481297,0.0565400843881856,Standard,0.0,0.0,No,No,No,Intel,0.5555555555555555,Core i3 7100U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 620,2
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.1466666666666666,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i7 6500U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 930M,1
Lenovo,IdeaPad 720S-13IKB,Notebook,0.385542168674699,0.0967741935483871,Windows 10,0.1022443890274314,0.1392405063291139,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3840399002493765,0.0497890295358649,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.4814814814814815,A8-Series 7410,0.1215686274509803,0.0,SSD,No,AMD,Radeon R5,1
Lenovo,ThinkPad 13,Notebook,0.385542168674699,0.032258064516129,Chrome OS,0.1895261845386533,0.048253164556962,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core 3855U,0.0039215686274509,0.0,Flash Storage,No,Intel,HD Graphics 510,0
HP,ProBook 640,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.314214463840399,0.1360337552742616,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
HP,Elitebook 840,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.1970074812967581,0.1886919831223628,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Asus,ZenBook UX410UA-GV183T,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.3266832917705736,0.1552742616033755,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Acer,Aspire 5,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.0818565400843881,Standard,0.0,0.0,No,No,No,AMD,0.6666666666666667,A12-Series 9720P,0.1215686274509803,0.0,SSD,No,AMD,Radeon RX 540,1
Asus,VivoBook S15,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2518703241895262,0.147831223628692,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
HP,Elitebook 820,Ultrabook,0.2891566265060242,0.0967741935483871,Windows 10,0.14214463840399,0.1959493670886076,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.129789029535865,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4513715710723192,0.1392405063291139,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050,1
HP,EliteBook 840,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.1970074812967581,0.1846413502109704,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6296296296296297,Core i5 7300U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
HP,Elitebook 850,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.286783042394015,0.1637130801687763,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Dell,Inspiron 7570,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.1635021097046413,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
Dell,Inspiron 3552,Notebook,0.6626506024096387,0.032258064516129,Linux,0.3765586034912719,0.0170295358649789,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core N3060,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics,1
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1271820448877805,0.2371308016877637,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,Stream 14-AX001nv,Notebook,0.4698795180722893,0.0,Windows 10,0.1870324189526184,0.0177215189873417,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core N3060,0.0117647058823529,0.0,Flash Storage,No,Intel,HD Graphics 400,2
HP,Elitebook 850,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.286783042394015,0.190717299578059,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
HP,Zbook 15,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.4763092269326684,0.2640118143459916,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,Quadro M1200,1
Dell,Latitude 7480,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.1670822942643392,0.2114767932489451,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6296296296296297,Core i5 7300U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
HP,250 G6,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.2917705735660848,0.0447257383966244,Standard,0.0,0.0,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520,1
Asus,Zenbook UX410UA-GV027T,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.3266832917705736,0.130126582278481,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.3765586034912719,0.0548523206751054,Standard,0.0,0.0,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 920MX ,1
Dell,Inspiron 5567,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.4089775561097257,0.1223628691983122,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,AMD,Radeon R7 M445,1
HP,Elitebook 1040,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.1670822942643392,0.2659915611814346,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Acer,Aspire 3,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0425316455696202,Standard,0.0,0.0,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.0588235294117647,0.0,SSD,No,AMD,Radeon R5,1
Lenovo,IdeaPad 110-17ACL,Notebook,0.8674698795180725,0.032258064516129,Windows 10,0.4763092269326684,0.0531645569620253,Standard,0.0945836701697655,0.0948275862068965,No,No,No,AMD,0.4814814814814815,A8-Series 7410,0.0588235294117647,0.0,SSD,No,AMD,Radeon R5,1
Dell,Inspiron 5379,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.2319201995012469,0.1173012658227848,Full HD,0.2239288601455133,0.2241379310344827,Yes,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3042394014962594,0.0531628691983122,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.1215686274509803,0.0,SSD,No,AMD,Radeon R5,1
Dell,Inspiron 3552,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.2768079800498753,0.0227848101265822,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core N3060,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 400,1
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,0.6626506024096387,0.032258064516129,No OS,0.2892768079800499,0.0387341772151898,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 520,1
Lenovo,IdeaPad 720S-14IKB,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2019950124688279,0.1561181434599156,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,2
Lenovo,Ideapad 510S-13IKB,Notebook,0.385542168674699,0.032258064516129,Windows 10,0.2019950124688279,0.0632911392405063,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5555555555555555,Core i3 7100U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 620,0
Dell,Precision 3510,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.3840399002493765,0.2016877637130801,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6296296296296297,Core i5 6440HQ,0.2411764705882353,0.0,HDD,No,AMD,FirePro W5130M,1
Dell,Precision 5520,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.330970464135021,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 6820HQ,0.1215686274509803,0.0,SSD,No,Nvidia,Quadro M1200,1
MSI,Leopard GP72M,Gaming,0.8674698795180725,0.0967741935483871,Windows 10,0.5012468827930175,0.1983122362869198,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050 Ti,1
Dell,Inspiron 5567,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.4089775561097257,0.1020877637130801,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,AMD,Radeon R7 M445,1
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,0.6626506024096387,0.032258064516129,Windows 10,0.3042394014962594,0.0548523206751054,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
