Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Acer,Aspire A315-51,Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3516209476309227,0.046413502109704644,Standard,0.0,0.0,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 520
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1346633416458853,0.20675105485232068,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.10447257383966245,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 620
Xiaomi,Mi Notebook,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.314214463840399,0.1729957805907173,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce MX150
Lenovo,Legion Y520-15IKBN,Gaming,0.6626506024096387,0.0967741935483871,No OS,0.4264339152119701,0.1021097046413502,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
Acer,Swift 7,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1072319201995013,0.13755274261603376,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.11111111111111108,Core i5 7Y54,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 615
Xiaomi,Mi Notebook,Ultrabook,0.385542168674699,0.0967741935483871,No OS,0.15211970074812972,0.13939240506329115,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce MX150
Lenovo,IdeaPad 320-17IKBR,Notebook,0.8674698795180725,0.0967741935483871,No OS,0.5261845386533666,0.08843881856540084,Standard,0.09458367016976556,0.09482758620689655,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce MX150
HP,ProBook 430,Notebook,0.385542168674699,0.0967741935483871,Windows 10,0.19950124688279303,0.13248945147679325,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.24705882352941178,0.0,SSD,No,Intel,UHD Graphics 620
HP,Probook 470,Notebook,0.8674698795180725,0.0967741935483871,Windows 10,0.45137157107231923,0.1470042194092827,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 930MX 
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3516209476309227,0.05383966244725739,Standard,0.0,0.0,No,No,No,Intel,0.5185185185185185,Core i5 6200U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 520
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.12718204488778057,0.21518987341772153,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-15IKBN,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.07139240506329114,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,0.6626506024096387,0.03225806451612903,No OS,0.3516209476309227,0.029535864978902954,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15IKBN,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.3765586034912719,0.06329113924050633,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Huawei,MateBook X,Ultrabook,0.34939759036144585,0.0967741935483871,Windows 10,0.08977556109725689,0.22362869198312235,Full HD,0.32093775262732416,0.4827586206896552,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.24705882352941178,0.0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5370,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1770573566084788,0.12791223628691983,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,AMD,Radeon 530
HP,Probook 440,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2344139650872818,0.14464135021097047,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 930MX
Dell,Latitude 5490,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.2269326683291771,0.16455696202531644,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.3765586034912719,0.0849535864978903,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,0.4698795180722893,0.0967741935483871,Windows 10,0.26184538653366585,0.12236286919831224,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Toshiba,Portege Z30-C-16L,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.12718204488778057,0.20067510548523207,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i7 6500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 520
Acer,Aspire E5-576G,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.11105485232067511,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 940MX
Asus,Vivobook X541UV-DM1217T,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.10042194092827005,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 920MX 
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3516209476309227,0.026329113924050632,Standard,0.0,0.0,No,No,No,AMD,0.2222222222222222,E-Series 9000e,0.2411764705882353,0.0,HDD,No,AMD,Radeon R2
Dell,Vostro 5468,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2269326683291771,0.11561181434599156,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Acer,Aspire R7,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.2269326683291771,0.08691983122362869,Full HD,0.22392886014551333,0.22413793103448276,Yes,Yes,No,Intel,0.5185185185185185,Core i5 6200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 520
Acer,Nitro AN515-51,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.45137157107231923,0.11341772151898734,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.070042194092827,Standard,0.0,0.0,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5577,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4663341645885287,0.1189873417721519,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7300HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,0.45783132530120496,0.0967741935483871,Windows 10,0.17206982543640897,0.15274261603375527,Full HD,0.22392886014551333,0.22413793103448276,Yes,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,ProBook 430,Notebook,0.385542168674699,0.03225806451612903,Windows 10,0.19950124688279303,0.08455696202531646,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.25925925925925924,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,UHD Graphics 620
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,0.45783132530120496,0.0967741935483871,Windows 10,0.1695760598503741,0.28270042194092826,Full HD,0.22392886014551333,0.22413793103448276,Yes,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.24705882352941178,0.0,SSD,No,Intel,UHD Graphics 620
Acer,Aspire 5,Notebook,0.8674698795180725,0.03225806451612903,Windows 10,0.5760598503740649,0.08911392405063291,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.6666666666666667,Core i3 7130U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce MX130
Dell,Vostro 5370,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.17955112219451372,0.1308016877637131,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3042394014962594,0.04589029535864979,Standard,0.0,0.0,No,No,No,AMD,0.5925925925925926,A6-Series A6-9220,0.058823529411764705,0.0,SSD,No,AMD,Radeon R4 Graphics
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.25738396624472576,Full HD,0.22392886014551333,0.22413793103448276,Yes,Yes,No,Intel,0.7037037037037036,Core i7 7700HQ,0.24705882352941178,0.0,SSD,No,Nvidia,GeForce GTX 1050M
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.03225806451612903,No OS,0.3765586034912719,0.04556962025316456,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3516209476309227,0.09248945147679324,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.25925925925925924,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5579,2 in 1 Convertible,0.6626506024096387,0.0967741935483871,Windows 10,0.4937655860349127,0.10548523206751055,Full HD,0.22392886014551333,0.22413793103448276,Yes,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3391521197007481,0.11915611814345992,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.3615960099750624,0.09469535864978904,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,AMD,Radeon 520
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.10767932489451477,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i7 6500U,0.2411764705882353,0.0,HDD,No,Nvidia,GeForce 930M
Lenovo,Legion Y520-15IKBN,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.45137157107231923,0.11054852320675106,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7300HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Ideapad 320-15IKBN,Notebook,0.6626506024096387,0.06451612903225806,Windows 10,0.3765586034912719,0.06835443037974684,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Acer,Aspire A517-51G,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.5760598503740649,0.1311392405063291,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce MX150
Lenovo,Thinkpad T570,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.314214463840399,0.15578059071729958,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 630
Asus,VivoBook S15,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2518703241895262,0.13552742616033756,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 940MX
Acer,Chromebook C910-C2ST,Notebook,0.6626506024096387,0.0,Chrome OS,0.3740648379052369,0.004219409282700422,Standard,0.0,0.0,No,No,No,Intel,0.2222222222222222,Celeron Dual Core 3205U,0.00392156862745098,0.0,SSD,No,Intel,HD Graphics
Dell,XPS 15,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.27932489451476794,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3391521197007481,0.09535864978902954,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
Acer,Aspire A715-71G,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.45137157107231923,0.1358649789029536,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Asus,VivoBook S14,Notebook,0.4698795180722893,0.03225806451612903,Windows 10,0.15211970074812972,0.056540084388185655,Standard,0.0,0.0,No,No,No,Intel,0.5555555555555555,Core i3 7100U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.14666666666666667,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i7 6500U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 930M
Lenovo,IdeaPad 720S-13IKB,Notebook,0.385542168674699,0.0967741935483871,Windows 10,0.10224438902743146,0.13924050632911392,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.38403990024937656,0.049789029535864976,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,AMD,0.48148148148148157,A8-Series 7410,0.12156862745098039,0.0,SSD,No,AMD,Radeon R5
Lenovo,ThinkPad 13,Notebook,0.385542168674699,0.03225806451612903,Chrome OS,0.18952618453865339,0.04825316455696202,Standard,0.0,0.0,No,No,No,Intel,0.25925925925925924,Celeron Dual Core 3855U,0.00392156862745098,0.0,Flash Storage,No,Intel,HD Graphics 510
HP,ProBook 640,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.314214463840399,0.1360337552742616,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,Elitebook 840,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.19700748129675813,0.18869198312236288,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX410UA-GV183T,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.3266832917705736,0.15527426160337554,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 5,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.08185654008438818,Standard,0.0,0.0,No,No,No,AMD,0.6666666666666667,A12-Series 9720P,0.12156862745098039,0.0,SSD,No,AMD,Radeon RX 540
Asus,VivoBook S15,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2518703241895262,0.147831223628692,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 940MX
HP,Elitebook 820,Ultrabook,0.2891566265060242,0.0967741935483871,Windows 10,0.14214463840399005,0.1959493670886076,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.129789029535865,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.45137157107231923,0.13924050632911392,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050
HP,EliteBook 840,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.19700748129675813,0.18464135021097047,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6296296296296297,Core i5 7300U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,Elitebook 850,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.28678304239401503,0.16371308016877636,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7570,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.16350210970464135,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.25925925925925924,Core i5 8250U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 940MX
Dell,Inspiron 3552,Notebook,0.6626506024096387,0.03225806451612903,Linux,0.3765586034912719,0.0170295358649789,Standard,0.0,0.0,No,No,No,Intel,0.25925925925925924,Celeron Dual Core N3060,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.12718204488778057,0.2371308016877637,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
HP,Stream 14-AX001nv,Notebook,0.4698795180722893,0.0,Windows 10,0.18703241895261846,0.017721518987341773,Standard,0.0,0.0,No,No,No,Intel,0.25925925925925924,Celeron Dual Core N3060,0.011764705882352941,0.0,Flash Storage,No,Intel,HD Graphics 400
HP,Elitebook 850,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.28678304239401503,0.19071729957805908,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,Zbook 15,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.4763092269326684,0.2640118143459916,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.12156862745098039,0.0,SSD,No,Nvidia,Quadro M1200
Dell,Latitude 7480,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.1670822942643392,0.21147679324894514,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6296296296296297,Core i5 7300U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
HP,250 G6,Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.2917705735660848,0.04472573839662447,Standard,0.0,0.0,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520
Asus,Zenbook UX410UA-GV027T,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.3266832917705736,0.130126582278481,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15ISK,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.3765586034912719,0.05485232067510549,Standard,0.0,0.0,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 920MX 
Dell,Inspiron 5567,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.40897755610972575,0.12236286919831224,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,AMD,Radeon R7 M445
HP,Elitebook 1040,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.1670822942643392,0.2659915611814346,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 3,Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3516209476309227,0.042531645569620254,Standard,0.0,0.0,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.058823529411764705,0.0,SSD,No,AMD,Radeon R5
Lenovo,IdeaPad 110-17ACL,Notebook,0.8674698795180725,0.03225806451612903,Windows 10,0.4763092269326684,0.053164556962025315,Standard,0.09458367016976556,0.09482758620689655,No,No,No,AMD,0.48148148148148157,A8-Series 7410,0.058823529411764705,0.0,SSD,No,AMD,Radeon R5
Dell,Inspiron 5379,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.23192019950124693,0.11730126582278481,Full HD,0.22392886014551333,0.22413793103448276,Yes,No,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,Intel,UHD Graphics 620
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.3042394014962594,0.053162869198312236,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.12156862745098039,0.0,SSD,No,AMD,Radeon R5
Dell,Inspiron 3552,Notebook,0.6626506024096387,0.03225806451612903,Windows 10,0.27680798004987534,0.02278481012658228,Standard,0.0,0.0,No,No,No,Intel,0.25925925925925924,Celeron Dual Core N3060,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 400
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,0.6626506024096387,0.03225806451612903,No OS,0.2892768079800499,0.038734177215189874,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.40740740740740744,Core i3 6006U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 720S-14IKB,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.20199501246882795,0.15611814345991562,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce 940MX
Lenovo,Ideapad 510S-13IKB,Notebook,0.385542168674699,0.03225806451612903,Windows 10,0.20199501246882795,0.06329113924050633,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5555555555555555,Core i3 7100U,0.058823529411764705,0.0,SSD,No,Intel,HD Graphics 620
Dell,Precision 3510,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.38403990024937656,0.20168776371308017,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6296296296296297,Core i5 6440HQ,0.2411764705882353,0.0,HDD,No,AMD,FirePro W5130M
Dell,Precision 5520,Workstation,0.6626506024096387,0.0967741935483871,Windows 10,0.3266832917705736,0.33097046413502107,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.6666666666666667,Core i7 6820HQ,0.12156862745098039,0.0,SSD,No,Nvidia,Quadro M1200
MSI,Leopard GP72M,Gaming,0.8674698795180725,0.0967741935483871,Windows 10,0.5012468827930175,0.19831223628691982,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.7037037037037036,Core i7 7700HQ,0.12156862745098039,0.0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Dell,Inspiron 5567,Notebook,0.6626506024096387,0.0967741935483871,Linux,0.40897755610972575,0.10208776371308018,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.12156862745098039,0.0,SSD,No,AMD,Radeon R7 M445
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,0.6626506024096387,0.03225806451612903,Windows 10,0.3042394014962594,0.05485232067510549,Full HD,0.22392886014551333,0.22413793103448276,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.12156862745098039,0.0,SSD,No,AMD,Radeon 520
Lenovo,ThinkPad E580,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3516209476309227,0.1781535864978903,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.12156862745098039,0.0,SSD,No,AMD,Radeon RX 550
Lenovo,ThinkPad L470,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.30174563591022446,0.12894514767932488,Full HD,0.22392886014551333,0.22413793103448276,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.12156862745098039,0.0,SSD,No,Intel,HD Graphics 620
