Company,Model,Laptop,Screen Size,RAM,OS,Weight,Screen,Screen Width,Screen Height,CPU Company,CPU Frequency,CPU Model,Primary Storage,Secondary Storage,Primary Storage Type,GPU Company,GPU Model,Price
8,305,0,15.6,8,5,2.0,1,1920,1080,1,2.8,50,512,0,3,3,15,2021.81
0,29,3,15.6,4,5,2.2,1,1920,1080,1,1.6,38,1024,0,1,3,33,729.47
2,285,1,15.6,8,5,1.99,1,1920,1080,1,2.8,50,128,1024,3,3,13,1606.5
2,207,1,17.3,16,5,2.9,1,1920,1080,1,2.8,50,256,1024,3,3,13,1674.33
4,23,1,17.3,16,5,4.42,1,1920,1080,1,2.8,50,256,1024,3,3,16,2923.04
9,84,1,15.6,16,5,2.4,1,1920,1080,1,2.8,50,256,1024,3,3,13,1539.86
8,310,0,10.1,4,0,0.69,3,1920,1200,1,1.44,10,64,0,0,2,35,379.61
4,126,0,13.3,16,5,1.62,1,1920,1080,1,1.8,54,512,0,3,2,80,1522.01
9,94,1,18.4,32,5,4.4,1,1920,1080,1,2.9,46,512,1024,3,3,2,3330.81
9,83,1,17.3,8,5,2.7,1,1920,1080,1,2.8,50,128,1024,3,3,14,1604.69
4,23,1,17.3,32,5,4.42,1,1920,1080,1,2.8,50,1024,1024,3,3,18,4270.67
6,196,3,15.6,16,5,2.1,1,1920,1080,1,1.8,54,512,0,3,2,80,1379.21
8,278,3,15.6,8,5,1.9,1,1920,1080,1,2.5,33,128,1024,3,0,73,973.36
8,103,3,15.6,4,5,2.2,1,1920,1080,1,1.1,61,128,0,3,2,38,415.31
6,4,3,15.6,6,5,1.91,1,1920,1080,1,1.6,38,256,0,3,0,60,736.61
0,42,2,11.6,2,1,1.3,3,1366,768,1,1.5,11,32,0,3,2,34,207.06
6,196,3,15.6,8,5,2.04,3,1366,768,1,2.5,33,1024,0,1,3,8,1007.33
6,61,4,14.0,8,5,1.36,1,1920,1080,1,2.7,47,256,0,3,2,45,2082.5
6,223,0,13.3,8,5,1.48,3,2560,1440,1,2.6,42,512,0,3,2,41,2428.79
8,279,3,17.3,4,4,2.8,1,1920,1080,1,2.0,24,500,0,1,2,41,629.51
14,238,3,15.6,8,5,2.0,1,1920,1080,1,2.5,33,256,0,3,2,45,1497.02
6,197,3,17.3,8,5,2.5,1,1920,1080,1,1.6,38,1024,0,1,3,8,1066.24
6,201,3,14.0,8,5,1.63,1,1920,1080,1,1.8,54,256,0,3,3,8,1226.89
4,300,4,13.3,8,5,1.29,2,3200,1800,1,2.5,33,256,0,3,2,45,1932.56
6,194,3,13.3,4,5,1.49,1,1920,1080,1,1.6,38,128,0,3,2,80,863.94
0,192,1,17.3,16,5,4.2,1,1920,1080,1,2.6,43,128,1024,3,3,16,2302.65
6,171,1,17.3,12,5,3.78,1,1920,1080,1,2.8,50,1024,0,1,3,16,2021.81
0,227,0,11.6,4,5,1.25,1,1920,1080,1,2.0,15,32,0,0,2,37,415.31
2,68,1,15.6,8,5,2.2,1,1920,1080,1,2.8,50,1024,0,1,3,13,1129.31
6,201,3,14.0,4,5,1.63,3,1366,768,1,1.6,38,500,0,1,2,80,859.18
6,18,3,15.6,8,5,1.96,1,1920,1080,1,2.5,40,256,0,3,2,41,808.01
14,180,3,13.3,8,5,1.05,1,1920,1080,1,2.5,33,256,0,3,2,45,1989.68
0,28,3,15.6,8,5,2.2,1,1920,1080,1,1.8,54,1024,0,1,3,32,886.55
14,188,4,13.3,16,5,1.36,1,1920,1080,1,2.5,40,512,0,3,2,41,2233.63
4,300,4,13.3,8,5,1.29,1,1920,1080,1,2.5,33,256,0,3,2,45,1783.81
6,58,3,15.6,8,5,1.84,1,1920,1080,1,2.4,32,256,500,3,2,41,2502.97
2,291,3,15.6,4,2,2.0,1,1920,1080,1,2.0,24,1024,0,1,2,45,462.91
6,198,3,15.6,4,5,2.31,3,1366,768,1,2.3,29,500,0,1,2,41,1426.81
2,66,1,15.6,8,5,2.2,1,1920,1080,1,2.6,43,1024,0,1,3,16,1391.11
4,300,4,13.3,8,5,1.21,0,3840,2160,1,1.8,54,256,0,3,2,80,2319.31
6,172,1,17.3,12,5,3.35,1,1920,1080,1,2.8,50,256,1024,3,3,17,2378.81
8,247,4,14.0,8,5,1.96,1,1920,1080,1,2.8,50,256,0,3,3,12,2264.57
6,198,3,14.0,8,5,2.31,3,1366,768,1,2.6,35,256,0,3,2,45,1337.56
4,120,0,11.6,4,5,1.39,3,1366,768,1,1.0,21,128,0,3,2,44,717.57
9,82,1,17.3,8,5,2.7,1,1920,1080,1,2.5,34,128,1024,3,3,13,1303.05
6,174,3,14.0,6,5,1.58,1,1920,1080,1,2.5,33,256,0,3,3,10,784.21
8,95,3,14.0,4,5,1.43,3,1366,768,1,1.6,14,32,0,0,2,34,326.06
2,76,1,17.3,16,5,4.3,1,1920,1080,1,2.6,43,128,1024,3,3,29,2735.81
8,262,4,14.0,16,5,1.13,3,2560,1440,1,2.7,47,1024,0,3,2,45,3123.75
2,295,3,15.6,4,2,2.0,3,1366,768,1,1.1,61,1024,0,1,2,38,474.8
8,106,3,15.6,4,5,2.2,1,1920,1080,1,2.0,24,128,0,3,2,41,593.81
2,210,1,17.3,16,5,4.3,1,1920,1080,1,2.6,43,512,1024,3,3,29,2558.5
14,186,3,13.3,8,5,1.2,1,1920,1080,1,2.4,32,256,0,3,2,41,1826.65
4,300,4,13.3,8,5,1.29,2,3200,1800,1,2.7,47,256,0,3,2,45,1757.63
4,289,3,15.6,8,5,2.0,3,1366,768,1,2.0,24,256,0,3,2,41,791.35
2,284,3,15.6,4,5,2.0,3,1366,768,1,2.4,26,1024,0,1,2,45,517.65
2,48,0,12.5,4,1,1.2,1,1920,1080,1,0.9,22,64,0,0,2,40,796.11
8,109,3,14.0,4,5,1.7,1,1920,1080,1,2.7,27,128,0,3,2,45,712.81
2,317,0,13.3,8,5,1.27,1,1920,1080,1,2.5,33,256,0,3,2,45,1104.32
14,183,3,13.3,8,5,1.2,1,1920,1080,1,2.3,29,256,0,3,2,41,1443.47
8,114,1,17.3,16,5,4.6,1,1920,1080,1,2.7,44,256,1024,3,3,29,3272.49
14,179,4,12.5,8,5,1.1,1,1920,1080,1,2.7,47,512,0,3,2,45,2130.1
8,260,3,14.0,8,5,1.7,1,1920,1080,1,2.5,33,180,0,3,2,45,1623.16
2,217,1,17.3,16,5,2.73,1,1920,1080,1,2.8,50,256,1024,3,3,16,2439.38
6,54,3,13.3,8,5,1.16,2,3200,1800,1,1.1,19,256,0,3,2,40,2021.81
4,300,4,13.3,16,5,1.2,2,3200,1800,1,2.7,47,512,0,3,2,45,3189.2
4,124,4,13.3,8,5,1.4,1,1920,1080,1,1.8,54,256,0,3,0,61,1108.94
4,124,4,13.3,4,5,1.4,1,1920,1080,1,1.6,38,256,0,3,0,61,973.84
9,77,1,15.6,8,5,2.4,1,1920,1080,1,2.6,43,128,1024,3,3,26,1462.51
8,99,4,15.6,6,5,1.54,1,1920,1080,1,2.7,47,256,0,3,3,4,988.89
1,161,4,13.3,8,8,1.34,3,1440,900,1,1.8,28,128,0,0,2,43,1069.74
4,135,3,15.6,8,5,2.16,1,1920,1080,1,1.8,54,256,1024,3,3,10,1345.09
4,300,0,13.3,16,5,1.22,1,1920,1080,1,1.3,53,256,0,3,2,44,1962.31
11,231,4,13.5,8,6,1.252,3,2256,1504,1,2.8,48,256,0,3,2,50,2222.74
2,320,4,15.6,16,5,1.63,1,1920,1080,1,2.7,47,512,0,3,3,10,1746.92
4,127,3,15.6,8,5,2.36,3,1366,768,1,2.5,33,1024,0,1,0,75,760.4
0,47,3,15.6,4,1,2.2,1,1920,1080,1,1.5,11,16,0,0,2,34,427.21
5,157,3,15.6,8,5,2.2,3,1366,768,1,2.5,33,1024,0,1,2,45,879.41
9,86,1,15.6,16,5,2.2,1,1920,1080,1,2.8,50,256,1024,3,3,14,1545.81
0,233,3,14.0,8,5,1.56,1,1920,1080,1,2.5,33,256,0,3,2,45,1073.38
2,266,3,14.0,8,5,1.4,1,1920,1080,1,1.6,38,256,0,3,2,80,1119.79
8,154,1,15.6,8,5,2.4,1,1920,1080,1,2.5,34,1024,0,1,3,13,974.61
15,140,3,14.0,4,5,1.3,1,1920,1080,1,1.1,15,32,0,0,2,37,309.4
11,231,4,13.5,8,6,1.252,3,2256,1504,1,2.5,33,256,0,3,2,45,1594.6
8,249,4,14.0,8,5,1.13,1,1920,1080,1,2.5,33,256,0,0,2,45,2231.25
8,256,3,15.6,16,7,2.5,0,3840,2160,1,2.7,45,512,0,3,3,56,2820.3
4,128,3,15.6,16,5,2.2,1,1920,1080,1,1.8,54,256,2048,3,0,61,1350.65
6,12,3,15.6,4,5,2.04,3,1366,768,1,1.6,38,1024,0,1,2,80,620.55
2,287,3,15.6,4,5,2.0,3,1366,768,0,1.8,57,500,0,1,0,65,415.31
8,243,3,15.6,4,5,2.38,3,1366,768,1,2.5,33,500,0,1,2,45,1255.45
8,251,0,13.3,8,5,1.37,1,1920,1080,1,2.7,47,512,0,3,2,45,2409.75
6,196,3,15.6,8,5,2.04,1,1920,1080,1,2.7,47,256,0,3,3,8,1212.6
14,184,4,13.3,8,5,1.2,1,1920,1080,1,2.5,40,256,0,3,2,41,1621.97
2,142,3,14.0,4,5,1.5,3,1366,768,1,1.1,15,32,0,0,2,37,330.82
6,315,5,15.6,8,5,2.6,1,1920,1080,1,2.8,50,256,0,3,3,55,2068.54
0,37,3,15.6,8,5,2.4,1,1920,1080,1,2.5,33,256,1024,3,3,23,950.81
2,141,3,15.6,8,5,2.3,1,1920,1080,1,2.7,47,256,0,3,3,20,936.53
8,254,3,15.6,8,5,2.3,1,1920,1080,1,2.5,33,256,0,3,3,10,1204.27
2,206,1,15.6,8,4,2.5,1,1920,1080,1,2.8,50,1024,0,1,3,14,1391.11
6,196,3,15.6,4,5,2.04,3,1366,768,1,2.5,33,256,0,3,2,45,1165.01
8,272,3,15.6,4,5,2.1,3,1366,768,1,2.3,29,500,0,1,2,41,642.6
2,298,3,15.6,4,5,2.2,1,1920,1080,0,2.5,1,128,1024,3,0,73,684.25
2,317,0,13.3,8,5,1.1,1,1920,1080,1,2.5,33,256,0,3,2,45,1616.02
0,232,3,14.0,4,5,1.8,1,1920,1080,1,2.4,26,128,0,3,2,45,756.84
6,64,4,12.5,8,5,1.09,0,3840,2160,1,1.2,20,240,0,3,2,40,3689.0
2,316,4,14.0,16,5,1.1,1,1920,1080,1,2.7,47,512,0,3,2,45,2261.0
6,10,3,15.6,4,4,2.1,1,1920,1080,1,2.0,24,500,0,1,2,41,415.31
8,105,3,15.6,4,4,2.2,1,1920,1080,1,2.5,33,128,0,3,2,45,556.92
8,107,3,17.3,4,5,2.79,3,1600,900,1,2.5,33,1024,0,1,3,5,700.91
2,45,2,11.6,4,1,1.2,3,1366,768,1,1.6,14,16,0,0,2,35,342.6
0,264,2,11.6,4,5,1.4,3,1366,768,1,1.6,13,32,0,0,2,34,320.11
8,108,3,17.3,8,4,2.8,3,1600,900,1,1.6,38,256,0,3,3,33,830.62
8,304,0,15.6,8,5,2.08,1,1920,1080,1,2.5,33,256,0,3,0,76,1141.21
6,0,3,15.6,6,5,2.19,3,1366,768,1,2.5,40,1024,0,1,0,70,909.16
9,88,1,15.6,8,5,2.2,1,1920,1080,1,2.6,43,128,1024,3,3,16,1756.57
4,23,1,17.3,16,5,4.42,1,1920,1080,1,2.8,50,128,1024,3,3,17,3585.2
4,130,0,15.6,8,5,2.3,1,1920,1080,1,2.7,33,256,0,3,2,45,1301.86
6,63,3,14.0,4,5,1.48,1,1920,1080,1,2.5,33,256,0,3,2,45,1892.1
10,222,3,14.0,4,5,1.45,1,1920,1080,1,1.1,16,32,0,3,2,37,462.91
4,122,3,15.6,8,2,2.2,1,1920,1080,1,1.6,38,1024,0,1,0,60,769.93
4,150,3,15.6,4,5,1.9,3,1366,768,1,2.5,33,500,0,1,2,45,981.75
0,226,0,13.3,8,5,1.5,1,1920,1080,1,1.6,38,256,0,3,2,80,1007.93
9,79,1,17.3,16,5,2.9,1,1920,1080,1,2.8,50,256,1024,3,3,17,2414.51
9,93,1,17.3,16,5,4.14,1,1920,1080,1,2.8,50,512,1024,3,3,17,2973.81
8,96,3,15.6,8,4,2.2,3,1366,768,1,1.6,17,1024,0,1,2,36,391.51
6,8,3,15.6,4,5,2.1,1,1920,1080,1,2.0,24,128,1024,3,0,60,593.81
8,107,3,17.3,6,5,2.8,3,1600,900,1,2.5,33,1024,0,1,3,21,772.31
2,319,4,13.3,8,5,1.45,1,1920,1080,1,2.5,40,256,0,3,2,41,1523.2
4,23,1,17.3,16,5,4.42,3,2560,1440,1,2.9,51,256,1024,3,3,17,3330.81
6,19,3,15.6,4,5,1.86,1,1920,1080,1,1.6,60,256,0,3,2,36,474.8
4,289,3,15.6,4,2,2.18,3,1366,768,1,2.0,24,1024,0,1,0,72,542.28
4,134,1,15.6,8,5,2.65,1,1920,1080,1,2.5,34,1024,0,2,3,13,1129.31
1,160,4,15.4,16,8,1.83,3,2880,1800,1,2.9,39,512,0,3,0,63,3401.02
4,128,3,15.6,8,5,2.02,1,1920,1080,1,1.6,38,2048,0,1,0,61,903.21
4,149,3,14.0,8,2,1.64,1,1920,1080,1,2.8,36,256,0,3,3,8,1295.91
6,55,3,14.0,8,7,1.43,1,1920,1080,1,2.3,29,256,0,3,2,41,1748.11
8,253,3,14.0,8,5,1.87,1,1920,1080,1,2.5,33,256,0,3,3,5,1019.91
0,25,3,15.6,4,2,2.1,3,1366,768,1,2.0,24,128,0,3,2,41,490.28
6,2,3,15.6,8,5,1.91,3,1366,768,1,2.5,33,256,0,3,0,60,736.6
4,289,3,15.6,4,5,2.18,3,1366,768,1,2.5,33,1024,0,1,0,71,815.14
8,246,3,14.0,8,7,1.65,1,1920,1080,1,2.3,29,256,0,3,2,41,1743.35
6,60,0,13.3,16,5,1.28,1,1920,1080,1,2.8,48,256,0,3,2,45,2350.25
4,133,1,15.6,16,5,2.59,1,1920,1080,1,2.6,43,1024,0,1,3,25,1046.02
6,3,3,15.6,8,5,2.05,3,1366,768,1,2.7,47,1024,0,1,2,45,711.62
4,125,0,13.3,4,5,1.71,1,1920,1080,1,2.4,26,1024,0,1,2,45,772.31
9,173,1,15.6,8,5,2.2,1,1920,1080,1,2.7,47,1024,0,1,3,13,998.41
0,25,3,15.6,4,2,2.1,3,1366,768,1,2.7,27,1024,0,1,2,45,436.73
2,286,4,15.6,8,5,1.7,1,1920,1080,1,2.5,33,256,0,3,3,10,1162.63
4,123,3,13.3,8,5,1.62,1,1920,1080,1,2.3,29,1024,0,1,2,41,772.31
14,182,3,13.3,4,5,1.05,1,1920,1080,1,2.5,33,128,0,3,2,45,1529.15
6,199,0,11.6,4,5,1.45,3,1366,768,1,1.1,61,256,0,3,2,38,922.25
6,50,0,11.6,4,1,1.4,3,1366,768,1,1.1,15,32,0,0,2,37,731.85
8,116,3,15.6,4,5,1.85,1,1920,1080,1,2.0,24,1024,0,1,2,41,493.73
6,57,3,14.0,4,5,1.54,1,1920,1080,1,2.3,29,500,0,1,2,41,1190.0
8,113,3,15.6,8,5,2.6,1,1920,1080,1,2.6,43,1024,0,1,3,26,1069.81
0,26,3,17.3,4,5,3.0,1,1920,1080,1,2.7,27,1024,0,1,3,32,779.45
0,25,3,15.6,4,5,2.1,3,1366,768,0,3.0,6,128,0,3,0,68,506.94
4,23,1,17.3,16,5,4.36,1,1920,1080,1,2.8,50,128,1024,3,3,16,2980.97
4,132,3,17.3,8,5,2.8,1,1920,1080,1,1.8,54,128,1024,3,0,61,1291.15
14,235,3,15.6,16,5,2.4,1,1920,1080,1,2.5,40,512,0,3,3,7,1669.57
2,193,3,15.6,4,5,2.37,3,1366,768,1,2.4,26,1024,0,1,2,45,474.8
6,17,3,17.3,6,5,2.71,1,1920,1080,1,2.5,33,2048,0,1,0,60,831.81
8,100,3,14.0,4,5,2.1,3,1366,768,1,1.1,15,500,0,1,2,37,355.81
6,166,3,15.6,8,5,1.91,1,1920,1080,1,2.7,47,1024,0,1,3,10,1165.01
2,294,3,15.6,4,5,2.0,3,1366,768,1,1.1,15,1024,0,1,2,37,403.41
8,263,4,12.5,16,5,1.36,1,1920,1080,1,2.7,47,512,0,3,2,45,2139.62
8,275,3,15.6,4,4,1.85,1,1920,1080,1,2.0,24,128,0,3,2,41,480.16
0,25,3,15.6,4,5,2.1,3,1366,768,0,3.0,6,500,0,1,0,68,476.0
6,203,3,15.6,8,5,2.31,1,1920,1080,1,2.3,29,256,0,3,2,41,1386.35
4,300,0,13.3,16,5,1.22,2,3200,1800,1,1.3,53,512,0,3,2,44,2259.81
6,60,0,13.3,8,5,1.28,1,1920,1080,1,2.5,33,256,0,3,2,45,2709.63
6,7,3,15.6,4,5,1.91,1,1920,1080,1,2.0,24,128,0,3,2,41,522.41
2,217,1,15.6,16,5,2.2,1,1920,1080,1,2.8,50,256,1024,3,3,17,2914.31
4,289,3,15.6,4,5,2.18,3,1366,768,1,2.4,26,1024,0,1,2,45,698.05
4,132,3,17.3,8,2,2.8,1,1920,1080,1,1.6,38,128,1024,3,0,61,1057.91
4,128,3,15.6,8,5,2.33,1,1920,1080,1,1.6,38,128,1024,3,0,61,1004.36
2,217,1,17.3,16,5,3.25,1,1920,1080,0,3.0,63,256,1024,3,0,79,2616.81
4,127,3,15.6,8,2,2.32,3,1366,768,1,2.5,33,1024,0,1,0,75,701.53
8,308,0,13.9,8,5,1.38,1,1920,1080,1,2.7,47,256,0,3,2,45,1605.31
14,181,3,13.3,8,5,1.05,1,1920,1080,1,2.5,33,256,0,3,2,45,1755.25
11,231,4,13.5,8,6,1.25,3,2256,1504,1,2.5,49,256,0,3,2,50,2140.81
4,288,3,15.6,4,7,2.24,3,1366,768,1,2.3,29,500,0,1,2,41,877.03
6,52,3,13.3,8,5,1.34,1,1920,1080,1,2.5,33,256,0,3,2,45,1414.91
8,254,3,15.6,8,5,2.3,1,1920,1080,1,2.5,33,256,0,3,2,45,987.7
8,270,3,15.6,4,5,2.1,3,1366,768,1,2.0,24,500,0,1,2,41,582.98
8,240,3,14.0,8,5,1.75,1,1920,1080,1,1.6,38,256,0,3,2,80,1248.31
8,309,0,13.9,8,5,1.37,1,1920,1080,1,1.8,54,512,0,3,2,80,2200.31
8,102,3,17.3,8,5,2.8,3,1600,900,0,2.5,3,1024,0,1,0,66,617.61
6,178,3,15.6,12,5,2.21,1,1920,1080,1,2.8,50,128,1024,3,3,13,1579.13
8,102,3,15.6,4,4,2.2,3,1366,768,0,2.9,3,500,0,1,0,67,367.71
14,219,3,15.6,4,5,2.1,3,1366,768,1,2.3,29,500,0,1,2,41,716.38
4,128,3,15.6,8,5,2.2,1,1920,1080,1,1.8,54,256,0,3,0,61,1093.61
2,75,1,17.3,32,5,3.58,1,1920,1080,1,2.7,44,256,256,3,3,29,1522.01
4,128,3,15.6,8,5,2.02,1,1920,1080,1,1.8,54,256,2048,3,0,61,1359.46
0,24,3,14.0,4,5,1.6,1,1920,1080,1,1.1,16,32,0,0,2,37,391.51
2,71,1,17.3,12,2,3.0,1,1920,1080,1,2.8,50,1024,0,1,3,14,1129.31
0,46,2,11.6,4,1,1.25,3,1366,768,1,1.6,14,32,0,0,2,35,353.43
13,167,4,13.3,8,5,1.31,1,1920,1080,1,2.7,47,256,0,3,2,45,1902.81
4,121,3,15.6,4,2,2.2,1,1920,1080,1,2.0,24,256,0,3,0,73,577.15
2,217,1,17.3,8,5,3.2,1,1920,1080,0,3.0,63,256,1024,3,0,79,1545.81
6,202,3,14.0,8,7,1.95,1,1920,1080,1,2.3,29,256,0,3,2,41,1422.05
4,300,4,13.3,8,5,1.21,0,3840,2160,1,1.6,38,128,0,3,2,80,1902.81
8,118,3,15.6,8,5,2.17,1,1920,1080,1,1.8,54,256,0,3,2,80,1069.69
1,160,4,13.3,8,8,1.37,3,2560,1600,1,3.1,28,256,0,3,2,51,2146.28
14,189,4,13.3,8,5,1.2,3,1366,768,1,2.3,29,256,0,3,2,41,1303.05
0,27,3,15.6,4,2,2.1,3,1366,768,1,1.1,61,1024,0,1,2,38,354.62
4,119,0,11.6,4,5,1.47,3,1366,768,1,1.6,60,500,0,1,2,36,570.01
0,38,1,15.6,16,5,2.5,1,1920,1080,1,2.5,34,256,0,3,3,14,1545.81
4,23,1,17.3,16,5,4.36,0,3840,2160,1,2.8,50,512,1024,3,3,17,3753.26
9,82,1,17.3,8,5,2.7,1,1920,1080,1,2.8,50,128,1024,3,3,13,1418.24
6,311,5,15.6,8,7,2.59,1,1920,1080,1,2.6,43,256,0,3,3,54,2652.51
0,34,3,15.6,8,5,2.2,1,1920,1080,1,2.7,47,256,0,3,3,10,990.08
2,216,1,17.3,16,5,3.0,1,1920,1080,1,2.8,50,256,1024,3,3,14,1893.29
6,5,4,15.6,4,5,1.91,1,1920,1080,0,3.0,6,256,0,3,0,60,593.81
4,289,3,15.6,4,5,2.18,1,1920,1080,1,2.5,33,1024,0,1,2,45,781.83
6,56,2,12.5,8,5,1.26,3,1366,768,1,2.6,35,256,0,3,2,45,1652.91
9,78,1,15.6,16,5,2.8,1,1920,1080,1,2.8,50,256,1024,3,3,17,2497.81
